I / *:   1.4	-30	3.504E+14	1.411E+13	83.71	1295  
I / *:   1.4	-25	3.504E+14	1.743E+13	79.92	1296  
I / *:   1.4	-20	3.504E+14	2.227E+13	74.97	1289  
I / *:   1.4	-15	3.504E+14	2.564E+13	74.4	1385  
I / *:   1.4	-10	3.504E+14	2.93E+13	73.77	1397  
I / *:   1.4	-5	3.504E+14	3.274E+13	73.1	1294  
I / *:   1.4	0	3.504E+14	3.657E+13	70.97	1290  
I / *:   1.4	5	3.504E+14	4.035E+13	67.64	1385  
I / *:   1.4	10	3.504E+14	4.482E+13	64.24	1346  
I / *:   1.4	15	3.504E+14	5.039E+13	60.8	1298  
I / *:   1.4	20	3.504E+14	5.651E+13	57.34	1386  
I / *:   1.4	25	3.504E+14	6.443E+13	53.9	1721  
I / *:   1.4	30	3.504E+14	7.403E+13	50.5	1733  
I / *:   1.4	35	3.504E+14	8.341E+13	49.55	1740  
I / *:   1.4	40	3.504E+14	9.434E+13	49	4492  
I / *:   1.4	45	3.504E+14	1.126E+14	48.43	2368  
I / *:   1.4	50	3.504E+14	1.271E+14	47.62	2469  
I / *:   1.4	55	3.504E+14	1.392E+14	46.7	5474  
I / *:   1.4	60	3.504E+14	1.52E+14	45.76	5466  
I / *:   1.4	65	3.504E+14	1.708E+14	44.82	5468  
I / *:   1.4	70	3.504E+14	1.838E+14	43.87	5469  
I / *:   1.4	75	3.504E+14	1.941E+14	42.93	5497  
I / *:   1.4	80	3.504E+14	2.038E+14	41.98	5471  
I / *:   1.4	85	3.504E+14	2.129E+14	41.05	5448  
I / *:   1.4	90	3.504E+14	2.208E+14	40.12	5429  
I / *:   1.4	95	3.504E+14	2.266E+14	39.21	5460  
I / *:   1.4	100	3.504E+14	2.31E+14	38.32	5325  
I / *:   1.4	105	3.504E+14	2.348E+14	37.45	4891  
I / *:   1.4	110	3.504E+14	2.382E+14	36.61	4996  
I / *:   1.4	115	3.504E+14	2.41E+14	35.8	4868  
I / *:   1.4	120	3.504E+14	2.434E+14	35.02	4890  
I / *:   1.4	125	3.504E+14	2.459E+14	34.28	4943  
I / *:   1.4	130	3.504E+14	2.483E+14	33.56	4989  
I / *:   1.4	135	3.504E+14	2.501E+14	32.89	4998  
I / *:   1.4	140	3.504E+14	2.523E+14	32.25	4930  
I / *:   1.6	-140	3.504E+14	4.985E+11	94.27	1261  
I / *:   1.6	-135	3.504E+14	5.223E+11	93.85	1257  
I / *:   1.6	-130	3.504E+14	5.666E+11	93.42	1252  
